Feature ID,Surface,Feature / capability,User story,Expected behavior based on code,Code anchors,Initial test approach,Initial test command or route,Status,Test result,Errors,Fix status,Retest result,Notes
F049,Plugin runtime,Packaged hook wrapper,"As a plugin user reviewing hooks, I want packaged hook commands to delegate through the plugin wrapper and managed runtime.",`plugins/remem/hooks/hooks.json` calls `scripts/remem-hook.js`; wrapper delegates to `remem context --host codex-cli` and `remem summarize --host codex-cli`.,plugins/remem/hooks/hooks.json; plugins/remem/scripts/remem-hook.js; plugins/remem/README.md,Hook wrapper dry-run/runtime tests,node --test plugins/remem/scripts/remem-runtime.test.js,Passed,node --test plugins/remem/scripts/remem-runtime.test.js passed.,"",No fix needed,Passed after code fixes.,Runtime resolution and hook wrapper behavior covered by plugin runtime tests.
F050,Plugin app,Dashboard runtime and memory counts,"As a local app user, I want a dashboard showing runtime selection, expected/schema version, plugin data path, memory counts, queue counts, activation summary, and health.",`GET /api/status` builds snapshot from runtime/status/doctor/activation with recoverable setup fallbacks; widget renders runtime/counts/health.,plugins/remem/apps/remem/server.js; plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/README.md,App server tests and browser/API smoke,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F051,Plugin app,"Search, raw opt-in, and detail drill-down","As a local app user, I want curated search by query/type, optional raw archive fallback, result counts, and detail selection.","Widget calls `/api/search`; raw archive is included only when checkbox/flag requests it; memory detail fetches `/api/memory`, raw results render locally.",plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/server.js; plugins/remem/apps/remem/tools.js,App server/tool tests plus Playwright smoke,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F052,Plugin app,Explicit save memory,"As a local app user, I want to save explicit decision/bugfix/architecture/discovery/preference memory with title/topic/project/scope.",Widget validates non-empty text and POSTs `/api/save`; backend writes through native API with host `codex-remem-app` and claim source `codex_app_save`.,plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/server.js,App server/tool tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F053,Plugin app,Governance dry-run preview,"As a local app user, I want to preview stale/reject/delete actions without mutating memory rows.",Widget parses positive integer IDs/selectors; backend runs `remem govern --dry-run --json` and returns affected transitions.,plugins/remem/apps/remem/governance.js; plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/server.js,Governance/app tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F054,Plugin app,Timeline around/report views,"As a local app user, I want timeline around anchor/query and project report output in the app.","Widget validates anchor or query for around, requires project for report, and calls `/api/timeline-around` or `/api/timeline-report`.",plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/trace.js; plugins/remem/apps/remem/server.js,App trace/tool tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F055,Plugin app,Workstream list/update views,"As a local app user, I want workstreams listed and updates submitted only with explicit confirmation.","Widget requires project for list; update requires id, project, confirm checkbox, and at least one changed field before POST `/api/workstream-update`.",plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/trace.js; plugins/remem/apps/remem/server.js,App trace/tool tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F056,Plugin app,Activation plan view,"As a plugin user, I want to preview hook activation without writing Codex config.",Widget and tool call `/api/activation-plan`; backend runs `remem install --target codex --hooks-only --dry-run` and includes packaged hook commands.,plugins/remem/apps/remem/server.js; plugins/remem/apps/remem/public/widget.js; plugins/remem/apps/remem/README.md,App server tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F057,Plugin app,MCP-style app endpoint and UI resource,"As an Apps SDK tester, I want `/mcp` to list/call tools and serve `ui://remem/dashboard.html`.",Server handles JSON-RPC initialize/tools/list/tools/call/resources/list/resources/read and returns tool descriptors/resource HTML.,plugins/remem/apps/remem/server.js; plugins/remem/apps/remem/tools.js,JSON-RPC app tests,node --test plugins/remem/apps/remem/server.test.js,Passed,node --test plugins/remem/apps/remem/server.test.js passed for dashboard/app endpoint behavior.,"",No fix needed,Passed after code fixes.,Plugin app server tests covered route-level user behavior.
F058,Plugin app,Local request safety,"As a local app user, I want the unauthenticated app server constrained to loopback and safe local POST origins.",Server rejects non-loopback host args/requests and enforces local POST policy; body size is capped at 1 MB.,plugins/remem/apps/remem/request-security.js; plugins/remem/apps/remem/server.js,Request security tests,node --test plugins/remem/apps/remem/request-security.test.js,Passed,node --test plugins/remem/apps/remem/request-security.test.js passed.,"",No fix needed,Passed after code fixes.,Local request safety checks passed.
F059,npm wrapper,npm install wrapper,"As an npm user, I want the `@remem-ai/remem` wrapper to install/run the matching remem binary safely.",npm wrapper behavior is tested separately and version sync is enforced with Rust/plugin metadata.,npm/remem/scripts/install.js; npm/remem/package.json; scripts/ci/check_plugin_version_sync.py,Node npm install tests,node --test npm/remem/scripts/install.test.js,Passed,node --test npm/remem/scripts/install.test.js passed.,"",No fix needed,Passed after code fixes.,npm wrapper install behavior covered by package test.
F060,Release governance,Plugin/package version sync,"As a maintainer, I want Rust, Cargo.lock, plugin manifest, release manifest, and npm package versions synchronized before release.","CI gate checks `Cargo.toml`, `Cargo.lock`, `.codex-plugin/plugin.json`, `runtimes/remem-releases.json`, and `npm/remem/package.json`.",scripts/ci/check_plugin_version_sync.py; .agents/skills/remem-plugin-version-sync/SKILL.md,Version sync script,python3 scripts/ci/check_plugin_version_sync.py,Passed,python3 scripts/ci/check_plugin_version_sync.py passed; check_version_bump.py origin/main HEAD reported no binary-impacting files changed.,"",No fix needed,Passed after code fixes.,Initial QA run stayed at 0.5.118; this PR bumps Cargo/plugin/npm release metadata to 0.5.119 because it touches src/** test infrastructure.
